#,ประชาธิปัตย์:150,พลังประชารัฐ:150,อนาคตใหม่:150,ประชาชาติ:150,ภูมิใจไทย:150,เสรีรวมไทย:150,รวมพลังประชาชาติไทย:150,แทนคุณแผ่นดิน:150,เศรษฐกิจใหม่:150,ชาติไทยพัฒนา:150,เพื่อชาติ:150,กรีน:150,ประชาธิปไตยใหม่:150,พลังไทยรักไทย:150,ประชาภิวัฒน์:150,พลังสังคม:150,รักษ์ผืนป่าประเทศไทย:150,ความหวังใหม่:150,พลังชาติไทย:150,ภราดรภาพ:150,ถิ่นกาขาวชาววิไล:150,พลังไทยรักชาติ:150,พลังท้องถิ่นไท:150,ไทยศรีวิไลย์:150,พลังธรรมใหม่:150,ชาติพัฒนา:150,ประชานิยม:150,ไทรักธรรม:150,คลองไทย:150,ครูไทยเพื่อประชาชน:150,เพื่อแผ่นดิน:150,ประชาชนปฏิรูป:150,ไทยรักษาชาติ:150,เพื่อไทย:150,พลังศรัทธา:150,แผ่นดินธรรม:150,ทางเลือกใหม่:150,ประชาธรรมไทย:150,พลังไทสร้างชาติ:150,มหาชน:150,ภาคเครือข่ายไทย:150,มติประชา:150,พลังประชาธิปไตย:150,สามัญชน:150,กลาง:150,ประชากรไทย:150,พลังรัก:150,พลเมืองไทย:150,ชาติพันธุ์ไทย:150,พลังปวงชนไทย:150,ประชาไทย:150,เพื่อนไทย:150,สยามพัฒนา:150,อนาคตไทย:150,ไทยรุ่งเรือง:150,เครือข่ายชาวนาแห่งประเทศไทย:150,เพื่อชีวิตใหม่:150,ภูมิพลังเกษตรกรไทย:150,เพื่อคนไทย:150,ฐานรากไทย:150,ไทยธรรม:150,ผงึ้ หลวง:150,เพอื่ สหกรณ์ไทย:150,เพื่อไทยพัฒนา:150,พลังครูไทย:150,ประชาธิปไตยเพื่อประชาชน:150,รวมใจไทย:150,รักท้องถิ่นไทย:150,พลังไทยดี:150,สังคมประชาธิปไตยไทย:150,พลังแรงงานไทย:150,เพื่อธรรม:150,รักษ์ธรรม:150,พลังแผ่นดินทอง:150,ยางพาราไทย:150,พลังสหกรณ์:150,คนธรรมดาแห่งประเทศไทย:150,พัฒนาประเทศไทย:150,คนงานไทย:150,พลังคนกีฬา:150,กสิกรไทย:150
นครราชสีมา-9,1666,30795,12623,123,38632,1459,349,0,1295,118,184,47,0,205,305,168,101,0,69,37,0,0,111,231,0,4102,279,52,0,66,41,252,0,13542,0,157,0,286,61,51,0,0,643,0,0,0,0,32,0,103,26,0,0,0,0,51,0,0,0,0,236,39,0,0,0,0,0,0,0,0,0,0,0,638,0,0,0,0,0,0,0
นครราชสีมา-10,846,28778,7350,39,51728,749,98,0,512,58,131,22,41,22,114,0,84,0,48,0,0,0,0,101,0,766,78,30,0,33,118,61,0,9933,23,83,819,344,22,0,0,0,0,0,0,23,0,568,0,112,8,0,0,0,0,0,0,0,0,0,19,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
นครราชสีมา-11,1335,41918,11436,40,27780,1270,255,0,1068,103,87,62,0,562,352,36,174,0,123,0,0,0,0,1048,0,2560,355,18,0,113,0,200,0,14414,0,42,0,22,54,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,53,87,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0
นครราชสีมา-12,2665,14726,12976,0,25788,1153,376,0,1119,265,1021,84,0,128,187,26,178,0,29,41,0,0,263,205,0,1814,191,19,0,90,0,67,0,33729,0,25,0,35,32,0,0,0,42,0,0,0,0,0,0,389,38,0,0,0,363,0,0,0,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
นครราชสีมา-13,1603,10697,9407,80,39161,1486,450,0,541,106,243,178,0,0,367,48,242,0,102,66,0,0,128,221,0,6531,191,52,0,588,0,157,0,33983,0,0,827,105,0,0,0,0,0,0,0,153,0,269,0,49,129,0,0,0,0,0,0,0,0,0,55,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
นครราชสีมา-14,1198,21536,9785,268,26731,878,350,0,431,291,590,0,0,147,100,571,187,0,70,0,0,0,107,699,248,1300,295,19,0,80,0,30,0,27569,97,0,78,25,24,0,0,0,0,0,0,0,0,0,0,42,55,0,0,0,0,0,0,0,0,0,579,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0
นครศรีธรรมราช-1,18434,36361,13524,379,18611,1606,423,0,1950,1876,641,320,106,82,136,265,294,0,59,63,92,0,1761,302,0,497,87,32,112,75,0,237,0,0,29,196,73,281,0,0,0,0,0,0,0,0,0,0,0,91,0,0,0,0,0,0,0,11,0,0,0,40,0,0,0,0,96,0,0,0,0,417,0,0,0,0,0,0,0,0,0
นครศรีธรรมราช-2,28181,34613,7112,928,8771,1618,0,0,975,13081,506,1182,268,444,174,140,502,0,165,142,409,0,1170,181,0,400,153,43,87,123,0,85,0,0,15,170,279,637,0,55,0,0,0,0,58,0,0,1015,0,129,0,0,0,0,136,0,0,149,0,0,0,0,0,0,0,0,0,0,0,109,0,721,0,0,0,316,0,0,0,0,0
นครศรีธรรมราช-3,33310,28742,11754,812,15490,1370,580,0,600,3323,244,103,666,0,145,89,612,0,493,153,0,0,445,859,0,417,468,99,125,348,126,129,0,0,25,129,0,422,179,47,0,0,0,0,996,0,0,0,0,0,0,0,0,0,81,0,0,123,0,0,0,269,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,0,0,0,0
นครศรีธรรมราช-4,28880,22644,8972,174,17037,2808,1394,0,892,4003,555,351,164,103,138,401,933,0,933,571,0,0,4170,157,342,2349,2120,64,54,326,39,224,0,0,45,70,0,169,50,0,41,0,0,0,0,0,0,0,0,274,0,0,0,0,0,0,0,153,0,0,0,0,0,0,0,0,350,0,0,0,0,351,0,0,0,180,0,0,0,0,0
นครศรีธรรมราช-5,30815,19591,7226,584,2849,1800,772,0,510,24435,2493,302,0,413,380,106,173,0,134,65,554,0,1077,0,282,357,105,63,377,110,87,254,0,0,278,308,593,482,334,12,137,0,0,0,0,0,0,179,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,293,0,0,0,0,0,0,0,0,0
นครศรีธรรมราช-6,34618,23274,8798,294,13720,1891,1841,0,625,5470,477,183,408,82,135,50,286,0,372,125,107,0,337,222,0,315,87,81,109,275,0,114,0,0,293,103,42,178,93,18,39,0,0,0,0,71,0,0,0,373,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0
นครศรีธรรมราช-7,24686,29576,10222,2540,8787,1255,1046,0,834,1010,669,242,391,247,1556,46,572,0,51,0,0,0,4251,130,93,964,392,280,233,327,682,224,0,0,257,38,0,915,177,0,92,0,0,0,83,0,0,0,0,14,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,21,0,0,0,0,0
นครศรีธรรมราช-8,41771,22933,11371,1227,1973,4511,3847,0,1200,1055,931,276,812,205,214,160,219,0,144,0,300,0,4305,191,436,1150,617,25,272,201,0,0,0,0,360,42,0,1478,99,402,0,0,0,0,0,0,0,0,0,204,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,512,0,0,0,171,0,0,0,0,0
นครสวรรค์-1,19987,24656,17374,0,4959,2159,449,61,1817,705,369,0,347,63,298,0,384,0,169,0,0,0,122,443,0,205,133,22,0,108,0,74,0,22643,0,47,0,84,0,53,0,0,0,0,0,0,0,0,0,303,0,0,0,0,0,50,0,0,0,0,0,206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
นครสวรรค์-2,6313,31051,11001,0,25069,1106,349,73,1143,547,242,0,138,42,198,0,211,0,101,0,0,0,357,311,0,246,135,88,0,147,407,56,0,22479,0,0,0,0,0,0,0,0,65,0,0,0,0,42,0,59,0,0,0,0,0,292,0,0,0,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
นครสวรรค์-3,6629,32868,10668,0,10623,1347,296,55,511,81,1014,0,255,132,154,0,98,0,216,0,0,0,491,235,0,116,154,117,0,110,889,174,0,27193,0,58,0,0,0,260,0,0,125,0,0,0,0,274,0,59,0,0,0,0,0,233,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
นครสวรรค์-4,3240,10144,8340,0,33642,1466,390,422,475,228,399,0,163,148,370,0,136,0,156,184,0,0,1087,104,0,342,239,428,0,64,45,41,0,30141,0,0,0,0,60,127,0,0,86,0,0,0,0,0,0,96,0,0,0,0,0,99,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
นครสวรรค์-5,26192,16051,9415,267,990,1094,575,0,715,158,498,0,138,336,175,0,72,0,523,0,0,0,88,171,0,414,271,277,0,69,74,168,0,34367,0,0,508,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,198,0,0,81,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
นครสวรรค์-6,3093,25998,6331,0,685,1382,369,0,376,105,0,0,131,100,388,0,485,0,73,64,0,0,232,134,0,22956,94,37,0,296,41,0,0,19692,0,0,0,680,198,30,0,0,59,0,0,0,0,83,0,60,0,0,0,0,0,109,0,0,0,0,0,617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
นนทบุรี-1,21225,31767,27292,308,1014,2988,560,0,5523,202,229,0,0,102,127,0,551,0,51,76,0,0,726,256,0,297,85,0,0,87,36,198,0,30982,0,0,61,49,38,118,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
นนทบุรี-2,18011,27725,22816,0,680,2731,384,0,4924,264,156,0,156,0,78,0,550,0,45,34,0,104,263,229,0,247,52,46,0,72,56,157,0,28954,0,0,202,73,0,0,0,0,71,0,0,0,0,40,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
นนทบุรี-3,18344,29171,28962,74,3055,3540,508,0,5045,245,462,0,50,169,146,0,372,0,98,0,0,153,212,306,111,114,57,0,0,116,430,192,0,32905,0,0,273,0,48,46,0,0,156,0,0,0,0,115,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
นนทบุรี-4,21160,25342,27979,114,991,2787,3890,0,0,239,226,0,0,140,79,0,511,0,90,0,0,0,309,226,0,238,55,48,0,74,157,214,0,33408,0,0,89,20,34,101,0,0,87,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
นนทบุรี-5,18406,32972,32953,0,2024,3575,742,0,0,1231,432,0,0,215,170,0,658,0,110,172,0,0,287,276,0,221,84,0,0,0,72,275,0,33764,0,0,185,0,0,60,0,0,219,0,0,0,0,49,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
นนทบุรี-6,27782,17639,23175,500,2270,2946,234,0,3032,649,516,0,58,91,134,0,342,0,175,60,0,0,158,350,0,266,55,0,0,86,54,251,0,32748,0,0,319,37,29,59,0,0,278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0
นราธิวาส-1,15122,32268,8761,22555,2267,789,12102,0,379,402,278,0,76,59,33,175,51,0,0,24,183,88,570,0,0,69,0,113,48,22,0,0,0,1532,0,115,98,64,0,0,0,0,0,0,0,0,0,115,0,121,15,0,0,0,0,0,0,11,104,0,9,0,0,0,0,0,0,0,0,0,0,199,0,0,0,143,0,0,0,0,0
นราธิวาส-2,13012,34211,6325,21825,967,1013,8695,0,444,218,224,0,83,179,36,19,56,0,169,391,34,94,223,0,0,185,0,76,100,25,154,0,0,0,0,133,450,61,35,0,0,0,37,0,0,0,0,160,0,34,0,0,0,0,0,0,0,24,316,0,9,0,0,0,0,0,0,0,0,0,0,643,0,0,0,0,0,0,0,0,0
นราธิวาส-3,10583,15596,6129,39438,772,585,19525,0,0,147,411,0,173,139,97,208,45,0,154,40,89,0,185,0,0,165,0,94,21,417,0,0,0,1321,0,173,62,61,53,72,0,0,112,0,0,0,0,77,0,225,0,0,0,0,0,0,0,76,248,0,79,0,0,0,0,0,0,0,0,0,0,467,0,0,0,0,0,0,0,0,0
นราธิวาส-4,8777,3179,6470,40807,34451,709,11540,0,149,322,157,0,102,43,30,0,109,0,121,31,41,241,159,0,0,0,0,48,69,560,0,69,0,1453,0,155,79,222,0,0,0,0,133,0,0,0,0,447,0,122,0,0,0,0,0,0,0,18,396,0,37,0,0,0,0,0,0,0,0,0,0,147,0,0,0,0,198,0,0,0,0
น่าน-1,6916,23269,18394,135,494,1210,246,431,917,0,745,129,647,210,1061,0,9663,0,138,316,0,0,451,0,0,0,143,137,0,67,274,114,0,36949,0,0,276,92,0,0,0,0,0,0,0,0,0,0,398,884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
น่าน-2,8954,13829,16066,259,138,979,467,162,480,3776,2145,127,0,331,216,0,0,0,118,234,0,0,310,0,0,0,126,79,0,164,153,174,0,46824,0,0,0,521,0,0,0,0,0,0,0,0,0,0,405,259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,0,0,0,0,0,0,0
น่าน-3,2743,22640,13014,261,903,1609,412,142,521,5351,297,94,647,715,604,0,0,0,201,179,0,0,882,0,0,0,151,78,0,178,591,137,0,31659,0,0,0,0,0,0,274,0,0,0,0,0,0,0,119,2203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
บึงกาฬ-1,1268,11862,17072,0,30926,1253,366,0,495,316,457,0,70,189,78,134,261,0,53,0,0,0,339,142,30,572,146,65,0,676,87,54,0,36117,44,0,0,562,23,0,0,0,42,0,0,86,0,315,0,1233,0,0,0,0,0,0,0,0,0,324,0,159,0,198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
บึงกาฬ-2,1896,15861,19732,215,16584,1352,232,0,1310,2549,1918,0,126,112,201,89,126,0,52,314,0,0,145,125,0,0,103,32,0,84,41,234,0,35359,0,75,0,123,79,0,0,0,0,0,0,108,0,110,0,565,0,0,0,0,0,0,0,0,0,23,0,277,0,745,0,0,0,761,0,0,0,0,0,0,0,0,0,0,0,0,0
บุรีรัมย์-1,2770,25979,19403,0,41513,2054,366,0,1190,778,2118,156,0,800,267,64,126,0,280,0,0,0,136,609,0,114,0,158,0,82,162,428,0,0,200,224,0,63,0,54,0,0,159,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
บุรีรัมย์-2,2091,13137,11560,261,34212,868,556,0,333,133,418,74,0,128,47,591,289,0,144,0,0,0,206,128,0,282,0,129,0,134,47,73,0,27956,328,0,0,61,0,76,0,0,0,0,0,0,0,0,0,34,79,0,0,0,0,0,0,0,0,0,0,443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
บุรีรัมย์-3,1513,11147,10101,0,45821,677,409,0,423,62,635,74,0,290,45,277,101,0,1076,0,0,0,125,61,0,121,0,58,0,73,41,78,0,24001,104,0,0,45,18,29,0,0,89,0,0,0,0,0,0,32,58,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
บุรีรัมย์-4,958,16741,7780,0,47481,719,402,0,352,498,489,65,0,94,125,185,240,0,1252,0,0,0,199,81,0,316,0,234,0,40,85,74,0,20910,0,160,34,104,0,55,100,0,199,0,0,0,0,0,0,19,201,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
บุรีรัมย์-5,2324,13643,16557,1319,47609,1091,526,0,853,351,1938,0,88,265,167,86,260,0,865,0,0,0,439,0,0,246,0,679,0,209,73,527,0,0,0,669,83,333,0,73,403,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
บุรีรัมย์-6,1901,14702,12114,142,43327,1268,388,0,715,120,182,33,162,105,154,27,232,0,820,0,0,0,104,154,0,518,0,37,0,400,34,266,0,33562,0,77,24,93,0,42,33,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
บุรีรัมย์-7,5222,26885,16931,0,39215,1808,105,0,444,116,1387,220,0,0,0,559,109,0,109,0,0,0,57,181,0,157,0,31,0,70,0,251,0,0,0,73,0,436,0,31,109,0,0,0,0,0,0,0,0,630,102,0,0,0,0,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
บุรีรัมย์-8,2899,13218,19348,0,40597,3461,301,0,434,643,3858,112,155,450,351,167,533,0,129,0,0,0,76,0,0,285,0,270,0,477,251,137,0,0,458,110,0,289,64,975,41,0,140,0,0,0,0,0,0,85,253,0,0,0,0,0,0,0,0,0,0,286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ปทุมธานี-1,9589,18720,21659,387,9411,2697,277,0,0,284,186,0,0,0,654,0,304,0,0,0,0,0,165,0,0,319,51,110,0,0,0,112,0,43437,0,0,0,26,0,0,0,48,0,0,0,0,0,84,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ปทุมธานี-2,8560,19864,22752,373,9220,3164,347,0,0,169,276,0,90,0,131,0,300,0,0,0,0,0,71,0,0,559,39,0,0,0,0,76,0,45443,0,88,0,70,77,77,0,0,0,0,0,0,0,63,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ปทุมธานี-3,5608,17465,32550,238,6426,3030,209,0,0,0,375,0,90,0,154,0,214,0,0,0,0,0,131,0,0,627,136,42,0,111,0,0,0,30372,0,59,0,54,95,31,0,20,0,0,0,0,0,195,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ปทุมธานี-4,14024,21085,27330,90,10221,2797,343,0,3478,0,0,0,119,191,122,28,330,0,0,0,0,0,65,0,0,464,51,46,0,108,0,0,0,28600,0,90,0,31,60,28,0,0,0,0,127,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ปทุมธานี-5,13074,21149,26837,166,5403,2531,307,0,0,840,927,0,112,0,476,0,323,0,0,0,0,0,105,0,0,223,58,52,0,0,0,95,0,35152,0,75,0,15,59,0,0,0,0,0,0,0,0,26,0,114,0,0,0,0,0,76,0,0,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ปทุมธานี-6,3949,13353,16589,171,31496,1731,198,0,1862,191,247,0,305,272,69,29,243,0,0,0,0,0,123,0,0,87,31,44,0,0,0,53,0,30886,0,46,0,41,60,0,0,65,0,0,0,0,0,0,0,103,0,0,0,0,0,189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ประจวบคีรีขันธ์-1,30114,14862,9872,0,17723,1740,507,0,0,0,349,0,0,0,41,0,604,0,573,0,0,72,197,0,0,0,118,153,0,149,0,61,0,21108,0,0,0,58,0,0,105,0,0,0,0,0,0,224,0,56,0,0,0,0,0,943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ประจวบคีรีขันธ์-2,32401,15696,14925,93,380,2096,475,0,0,0,487,0,0,0,240,0,153,0,252,0,0,161,230,0,0,0,252,72,0,123,254,523,0,32507,0,0,0,46,0,0,21,0,0,0,0,36,0,123,0,62,0,0,0,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ประจวบคีรีขันธ์-3,27656,23981,8080,383,16202,3404,676,0,0,0,335,0,305,66,300,0,511,0,172,65,0,0,195,0,205,0,65,49,0,225,0,45,0,5028,0,55,0,131,0,0,45,0,0,0,0,0,0,197,0,59,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ปราจีนบุรี-1,3170,22986,13861,0,37454,1702,728,0,1248,0,550,0,62,0,119,0,247,0,48,0,0,0,129,0,0,0,103,103,0,93,0,153,0,13232,0,0,312,0,0,47,0,0,0,0,0,0,0,280,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ปราจีนบุรี-2,7902,13219,16575,0,34359,2144,573,0,1143,0,400,0,83,0,84,0,151,0,55,82,0,0,249,0,0,0,34,70,0,105,60,233,0,18298,0,0,317,0,0,34,0,0,0,0,0,0,0,114,0,0,535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ปราจีนบุรี-3,3282,9137,10843,0,36266,1328,649,0,630,427,2434,0,136,0,309,0,322,0,140,0,0,0,330,0,0,0,62,53,0,0,0,0,0,22160,0,0,454,0,0,83,0,0,143,0,0,0,0,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,208,0,0,0,0
ปัตตานี-1,19883,5673,11951,15233,13487,857,11095,0,826,13614,77,0,73,128,52,58,59,0,110,24,178,17,292,0,0,255,55,26,333,136,132,83,0,1421,0,61,0,0,0,0,0,0,46,0,0,0,0,73,0,0,0,0,0,0,0,0,0,29,0,0,20,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,0
ปัตตานี-2,12885,3923,6936,17218,17652,1137,14918,0,344,857,188,0,210,214,81,30,187,0,499,24,177,0,5667,0,0,0,56,183,272,94,150,0,0,0,0,305,0,84,75,0,0,0,197,0,0,0,0,0,0,0,66,0,116,0,0,0,0,50,0,0,76,0,0,0,0,0,0,0,0,0,0,267,0,0,0,0,0,0,0,0,0
ปัตตานี-3,9980,11740,6742,36799,18109,632,2322,0,160,483,140,0,47,60,150,0,211,0,177,39,52,50,282,0,0,269,23,42,97,49,232,0,0,810,0,459,63,35,0,0,0,0,83,0,0,0,0,26,0,0,45,0,0,0,0,0,0,168,0,0,62,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0
ปัตตานี-4,7685,15718,6741,29323,12623,485,8636,0,328,392,147,0,222,95,58,135,132,0,110,12,49,26,309,0,0,326,60,25,91,228,34,0,0,0,0,34,0,75,0,0,0,0,162,0,0,0,0,85,0,0,39,0,0,0,0,0,0,0,0,0,207,0,0,0,0,0,0,0,0,0,0,117,0,0,0,0,0,0,0,0,0
พระนครศรีอยุธยา-1,6198,0,22016,0,33632,6261,3490,0,0,422,102,0,246,0,72,0,269,0,177,37,0,0,269,506,0,255,53,78,0,0,0,207,0,25164,0,0,0,330,0,0,97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,302,0,0,0,0,40,0,0,0,0,0,98,0,0,0,88,0,0,0,0,0,0,0,0,0,0
พระนครศรีอยุธยา-2,3342,24831,17995,0,27423,1703,243,0,1568,640,158,0,66,0,49,0,221,0,186,192,0,0,346,0,0,171,192,333,0,0,0,69,0,34309,0,0,590,51,0,0,0,0,105,0,0,0,0,224,0,0,0,0,0,0,0,99,0,0,0,0,0,0,0,0,226,0,445,0,0,0,0,0,0,0,0,0,0,0,0,0,0
พระนครศรีอยุธยา-3,3907,11610,20442,259,61916,2116,431,0,0,122,155,0,94,0,155,0,334,0,85,0,0,0,410,375,0,217,52,70,0,0,0,50,0,37635,0,0,0,57,0,0,38,0,130,0,0,0,0,0,0,80,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0
พระนครศรีอยุธยา-4,4002,34105,16938,0,1975,2056,720,0,1150,191,120,0,154,0,244,0,151,0,179,0,0,430,616,0,0,671,172,83,0,0,0,183,0,50646,0,0,544,141,0,0,57,0,146,0,0,0,0,0,0,0,127,0,0,0,0,171,0,0,0,0,0,0,0,0,0,0,319,0,0,0,0,0,0,0,0,0,0,0,0,0,0
พะเยา-1,2462,52417,16326,0,260,1220,115,0,798,0,304,0,0,142,208,0,154,0,112,157,0,0,253,167,0,0,134,28,0,181,414,117,0,21971,0,199,0,135,0,0,0,0,0,0,0,28,0,0,156,221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0
พะเยา-2,2023,27017,19008,602,287,2026,329,0,883,0,542,0,0,131,211,0,212,0,170,429,0,0,420,170,0,0,147,79,0,147,81,97,0,37503,0,0,0,0,0,0,0,0,75,0,0,128,0,0,312,234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158,0,0,0,0,0,0,49,0,0,0,0,0,0,0
พะเยา-3,3244,41755,13259,497,230,969,219,0,596,0,2426,0,0,115,0,0,178,0,215,188,0,0,374,150,0,0,292,86,0,166,445,101,0,30761,0,0,0,60,0,0,0,0,83,0,0,69,0,0,87,469,79,0,0,0,0,0,0,0,0,0,0,124,0,0,0,0,310,0,0,0,0,0,0,0,0,0,0,0,0,0,0
พังงา-1,59816,31793,24296,4094,3299,4332,1701,0,1874,1257,2123,687,0,533,489,287,1433,228,569,314,535,0,614,435,427,0,1107,158,170,238,421,429,0,0,175,0,0,0,402,0,0,0,0,0,0,0,0,0,0,557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
พัทลุง-1,30760,12168,9753,370,40518,1256,916,41,848,666,185,0,0,136,254,351,0,0,305,0,57,0,475,341,86,96,159,42,812,104,102,95,0,0,337,0,0,46,357,0,0,0,0,0,0,0,0,104,0,26,0,0,0,0,0,0,0,364,0,0,0,0,0,0,0,0,0,0,0,0,0,432,0,0,0,0,0,0,0,0,0
พัทลุง-2,22428,10309,6539,1688,47584,2606,652,84,1060,974,125,0,0,46,55,239,334,0,502,0,0,0,597,287,452,804,160,39,1978,91,126,63,0,3297,92,0,0,406,428,0,52,0,0,0,0,0,0,0,0,251,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,0,0,0,0,0
พัทลุง-3,34406,14144,8766,4282,31555,1997,841,503,955,2582,294,0,0,0,214,134,127,0,934,0,141,0,1308,0,348,381,77,138,481,101,222,142,0,0,92,0,406,780,344,0,0,0,0,0,0,0,0,5127,0,0,469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,261,198,0,0,0,0,0,0,0,0,0
พิจิตร-1,11983,24781,18947,159,11580,20375,336,0,939,0,788,0,0,499,181,37,306,0,876,61,0,0,190,0,0,0,189,51,0,270,611,56,0,0,0,0,0,0,0,0,0,0,196,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,220,0,0,346,0,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
